===============================================================================
EXTENSION NAME : linecount
EXTENSION VERSION : 0.1.7
-------------------------------------------------------------------------------
count time : 2025-03-15 20:04:25
count workspace : f:\CWord\br-cti\client
total files : 2678
total code lines : 1066959
total comment lines : 93917
total blank lines : 67334

.gitignore, code is 5, comment is 16, blank is 2.
bc-server\vendor\github.com\prometheus\procfs\proc_io.go, code is 29, comment is 23, blank is 13.
bc-server\vendor\github.com\prometheus\procfs\proc_limits.go, code is 97, comment is 44, blank is 16.
bc-server\vendor\github.com\prometheus\procfs\proc_ns.go, code is 37, comment is 18, blank is 15.
bc-server\vendor\github.com\prometheus\procfs\proc_psi.go, code is 51, comment is 34, blank is 16.
bc-server\vendor\github.com\prometheus\procfs\proc_stat.go, code is 103, comment is 72, blank is 23.
bc-server\vendor\github.com\prometheus\procfs\proc_status.go, code is 99, comment is 42, blank is 21.
bc-server\vendor\github.com\prometheus\procfs\README.md, code is 39, comment is 4, blank is 14.
bc-server\vendor\github.com\prometheus\procfs\stat.go, code is 171, comment is 41, blank is 32.
bc-server\vendor\github.com\prometheus\procfs\ttar, code is 232, comment is 1, blank is 28.
bc-server\vendor\github.com\prometheus\procfs\xfrm.go, code is 122, comment is 47, blank is 18.
bc-server\vendor\github.com\spf13\afero\.gitignore, code is 2, comment is 0, blank is 0.
bc-server\vendor\github.com\spf13\afero\.travis.yml, code is 18, comment is 0, blank is 4.
bc-server\vendor\github.com\spf13\afero\afero.go, code is 43, comment is 41, blank is 24.
bc-server\vendor\github.com\spf13\afero\appveyor.yml, code is 12, comment is 0, blank is 3.
bc-server\vendor\github.com\spf13\afero\basepath.go, code is 158, comment is 15, blank is 33.
bc-server\vendor\github.com\spf13\afero\cacheOnReadFs.go, code is 240, comment is 26, blank is 27.
bc-server\vendor\github.com\spf13\afero\const_bsds.go, code is 4, comment is 13, blank is 5.
bc-server\vendor\github.com\spf13\afero\const_win_unix.go, code is 4, comment is 18, blank is 4.
bc-server\vendor\github.com\spf13\afero\copyOnWriteFs.go, code is 239, comment is 29, blank is 46.
bc-server\vendor\github.com\spf13\afero\go.mod, code is 7, comment is 0, blank is 2.
bc-server\vendor\github.com\spf13\afero\go.sum, code is 20, comment is 0, blank is 0.
bc-server\vendor\github.com\spf13\afero\httpFs.go, code is 71, comment is 12, blank is 27.
bc-server\vendor\github.com\spf13\afero\ioutil.go, code is 147, comment is 63, blank is 31.
bc-server\vendor\github.com\spf13\afero\LICENSE.txt, code is 149, comment is 1, blank is 25.
bc-server\vendor\github.com\spf13\afero\lstater.go, code is 6, comment is 17, blank is 4.
bc-server\vendor\github.com\spf13\afero\match.go, code is 64, comment is 33, blank is 14.
bc-server\vendor\github.com\spf13\afero\mem\dir.go, code is 20, comment is 12, blank is 5.
bc-server\vendor\github.com\spf13\afero\mem\dirmap.go, code is 23, comment is 13, blank is 7.
bc-server\vendor\github.com\spf13\afero\mem\file.go, code is 262, comment is 15, blank is 46.
bc-server\vendor\github.com\spf13\afero\memmap.go, code is 289, comment is 23, blank is 56.
bc-server\vendor\github.com\spf13\afero\os.go, code is 64, comment is 23, blank is 22.
bc-server\vendor\github.com\spf13\afero\path.go, code is 66, comment is 26, blank is 14.
bc-server\vendor\github.com\spf13\afero\README.md, code is 182, comment is 9, blank is 68.
bc-server\vendor\github.com\spf13\afero\readonlyfs.go, code is 68, comment is 0, blank is 24.
bc-server\vendor\github.com\spf13\afero\regexpfs.go, code is 178, comment is 4, blank is 35.
bc-server\vendor\github.com\spf13\afero\symlink.go, code is 16, comment is 31, blank is 8.
bc-server\vendor\github.com\spf13\afero\unionFile.go, code is 251, comment is 31, blank is 40.
bc-server\vendor\github.com\spf13\afero\util.go, code is 239, comment is 34, blank is 60.
bc-server\vendor\github.com\spf13\cast\.gitignore, code is 19, comment is 0, blank is 6.
bc-server\vendor\github.com\spf13\cast\.travis.yml, code is 16, comment is 0, blank is 0.
bc-server\vendor\github.com\spf13\cast\cast.go, code is 110, comment is 32, blank is 29.
bc-server\vendor\github.com\spf13\cast\caste.go, code is 1125, comment is 51, blank is 78.
bc-server\vendor\github.com\spf13\cast\go.mod, code is 6, comment is 2, blank is 1.
bc-server\vendor\github.com\spf13\cast\go.sum, code is 6, comment is 0, blank is 0.
bc-server\vendor\github.com\spf13\cast\LICENSE, code is 17, comment is 0, blank is 4.
bc-server\vendor\github.com\spf13\cast\Makefile, code is 31, comment is 0, blank is 9.
bc-server\vendor\github.com\spf13\cast\README.md, code is 54, comment is 17, blank is 21.
bc-server\vendor\github.com\spf13\jwalterweatherman\.gitignore, code is 19, comment is 0, blank is 5.
bc-server\vendor\github.com\spf13\jwalterweatherman\default_notepad.go, code is 72, comment is 16, blank is 23.
bc-server\vendor\github.com\spf13\jwalterweatherman\go.mod, code is 6, comment is 2, blank is 1.
bc-server\vendor\github.com\spf13\jwalterweatherman\LICENSE, code is 17, comment is 0, blank is 4.
bc-server\vendor\github.com\spf13\jwalterweatherman\log_counter.go, code is 27, comment is 9, blank is 10.
bc-server\vendor\github.com\spf13\jwalterweatherman\notepad.go, code is 155, comment is 27, blank is 43.
bc-server\vendor\github.com\spf13\jwalterweatherman\README.md, code is 52, comment is 12, blank is 24.
bc-server\vendor\github.com\spf13\pflag\.gitignore, code is 1, comment is 2, blank is 0.
bc-server\vendor\github.com\spf13\pflag\.travis.yml, code is 17, comment is 0, blank is 5.
bc-server\vendor\github.com\spf13\pflag\bool.go, code is 60, comment is 16, blank is 18.
bc-server\vendor\github.com\spf13\pflag\bool_slice.go, code is 15, comment is 4, blank is 8.
bc-server\vendor\github.com\spf13\pflag\bytes.go, code is 125, comment is 34, blank is 50.
bc-server\vendor\github.com\spf13\pflag\count.go, code is 63, comment is 17, blank is 16.
bc-server\vendor\github.com\spf13\pflag\duration.go, code is 55, comment is 14, blank is 17.
bc-server\vendor\github.com\spf13\pflag\duration_slice.go, code is 125, comment is 15, blank is 26.
bc-server\vendor\github.com\spf13\pflag\flag.go, code is 789, comment is 319, blank is 149.
bc-server\vendor\github.com\spf13\pflag\float32.go, code is 58, comment is 14, blank is 16.
bc-server\vendor\github.com\spf13\pflag\float32_slice.go, code is 133, comment is 15, blank is 26.
bc-server\vendor\github.com\spf13\pflag\float64.go, code is 54, comment is 14, blank is 16.
bc-server\vendor\github.com\spf13\pflag\float64_slice.go, code is 125, comment is 15, blank is 26.
bc-server\vendor\github.com\spf13\pflag\go.mod, code is 2, comment is 0, blank is 1.
bc-server\vendor\github.com\spf13\pflag\go.sum, code is 0, comment is 0, blank is 0.
bc-server\vendor\github.com\spf13\pflag\golangflag.go, code is 69, comment is 20, blank is 16.
bc-server\vendor\github.com\spf13\pflag\int.go, code is 54, comment is 14, blank is 16.
bc-server\vendor\github.com\spf13\pflag\int16.go, code is 58, comment is 14, blank is 16.
bc-server\vendor\github.com\spf13\pflag\int32.go, code is 58, comment is 14, blank is 16.
bc-server\vendor\github.com\spf13\pflag\int32_slice.go, code is 133, comment is 15, blank is 26.
bc-server\vendor\github.com\spf13\pflag\int64.go, code is 54, comment is 14, blank is 16.
bc-server\vendor\github.com\spf13\pflag\int64_slice.go, code is 125, comment is 15, blank is 26.
bc-server\vendor\github.com\spf13\pflag\int8.go, code is 58, comment is 14, blank is 16.
bc-server\vendor\github.com\spf13\pflag\int_slice.go, code is 119, comment is 15, blank is 24.
bc-server\vendor\github.com\spf13\pflag\ip.go, code is 62, comment is 14, blank is 18.
bc-server\vendor\github.com\spf13\pflag\ip_slice.go, code is 15, comment is 4, blank is 9.
bc-server\vendor\github.com\spf13\pflag\ipmask.go, code is 85, comment is 18, blank is 19.
bc-server\vendor\github.com\spf13\pflag\ipnet.go, code is 65, comment is 14, blank is 19.
bc-server\vendor\github.com\spf13\pflag\LICENSE, code is 25, comment is 0, blank is 3.
bc-server\vendor\github.com\spf13\pflag\README.md, code is 177, comment is 10, blank is 56.
bc-server\vendor\github.com\spf13\pflag\string.go, code is 52, comment is 14, blank is 14.
bc-server\vendor\github.com\spf13\pflag\string_array.go, code is 92, comment is 19, blank is 18.
bc-server\vendor\github.com\spf13\pflag\string_slice.go, code is 104, comment is 35, blank is 24.
bc-server\vendor\github.com\spf13\pflag\string_to_int.go, code is 109, comment is 20, blank is 20.
bc-server\vendor\github.com\spf13\pflag\string_to_int64.go, code is 109, comment is 20, blank is 20.
bc-server\vendor\github.com\spf13\pflag\string_to_string.go, code is 21, comment is 2, blank is 8.
bc-server\vendor\github.com\spf13\pflag\uint.go, code is 58, comment is 14, blank is 16.
bc-server\vendor\github.com\spf13\pflag\uint16.go, code is 58, comment is 14, blank is 16.
bc-server\vendor\github.com\spf13\pflag\uint32.go, code is 58, comment is 14, blank is 16.
bc-server\vendor\github.com\spf13\pflag\uint64.go, code is 58, comment is 14, blank is 16.
bc-server\vendor\github.com\spf13\pflag\uint8.go, code is 58, comment is 14, blank is 16.
bc-server\vendor\github.com\spf13\pflag\uint_slice.go, code is 129, comment is 15, blank is 24.
bc-server\vendor\github.com\spf13\viper\.gitignore, code is 19, comment is 0, blank is 5.
bc-server\vendor\github.com\spf13\viper\.travis.yml, code is 21, comment is 0, blank is 6.
bc-server\vendor\github.com\spf13\viper\flags.go, code is 34, comment is 13, blank is 10.
bc-server\vendor\github.com\spf13\viper\LICENSE, code is 17, comment is 0, blank is 4.
bc-server\vendor\github.com\spf13\viper\README.md, code is 435, comment is 48, blank is 153.
bc-server\vendor\github.com\spf13\viper\util.go, code is 153, comment is 32, blank is 36.
bc-server\vendor\github.com\spf13\viper\viper.go, code is 1235, comment is 335, blank is 234.
bc-server\vendor\github.com\stretchr\testify\assert\assertion_compare.go, code is 387, comment is 37, blank is 34.
bc-server\vendor\github.com\stretchr\testify\assert\assertion_compare_can_convert.go, code is 5, comment is 7, blank is 4.
bc-server\vendor\github.com\stretchr\testify\assert\assertion_compare_legacy.go, code is 5, comment is 7, blank is 4.
bc-server\vendor\github.com\stretchr\testify\assert\assertion_format.go, code is 426, comment is 265, blank is 72.
bc-server\vendor\github.com\stretchr\testify\assert\assertion_format.go.tmpl, code is 5, comment is 0, blank is 0.
bc-server\vendor\github.com\stretchr\testify\assert\assertion_forward.go, code is 846, comment is 526, blank is 142.
bc-server\vendor\github.com\stretchr\testify\assert\assertion_forward.go.tmpl, code is 5, comment is 0, blank is 0.
bc-server\vendor\github.com\stretchr\testify\assert\assertion_order.go, code is 43, comment is 21, blank is 17.
bc-server\vendor\github.com\stretchr\testify\assert\assertions.go, code is 1281, comment is 287, blank is 303.
bc-server\vendor\github.com\stretchr\testify\assert\doc.go, code is 1, comment is 44, blank is 0.
bc-server\vendor\github.com\stretchr\testify\assert\errors.go, code is 4, comment is 3, blank is 3.
bc-server\vendor\github.com\stretchr\testify\assert\forward_assertions.go, code is 9, comment is 4, blank is 3.
bc-server\vendor\github.com\stretchr\testify\assert\http_assertions.go, code is 100, comment is 36, blank is 26.
bc-server\vendor\github.com\stretchr\testify\LICENSE, code is 17, comment is 0, blank is 4.
bc-server\vendor\github.com\ugorji\go\codec\0_importpath.go, code is 1, comment is 5, blank is 2.
bc-server\vendor\github.com\ugorji\go\codec\binc.go, code is 966, comment is 184, blank is 92.
bc-server\vendor\github.com\ugorji\go\codec\build.sh, code is 221, comment is 18, blank is 33.
bc-server\vendor\github.com\ugorji\go\codec\cbor.go, code is 720, comment is 62, blank is 74.
bc-server\vendor\github.com\ugorji\go\codec\codecgen.go, code is 4, comment is 6, blank is 3.
bc-server\vendor\github.com\ugorji\go\codec\decode.go, code is 1379, comment is 458, blank is 222.
bc-server\vendor\github.com\ugorji\go\codec\doc.go, code is 1, comment is 224, blank is 1.
bc-server\vendor\github.com\ugorji\go\codec\encode.go, code is 985, comment is 269, blank is 139.
bc-server\vendor\github.com\ugorji\go\codec\fast-path.generated.go, code is 8867, comment is 40, blank is 46.
bc-server\vendor\github.com\ugorji\go\codec\fast-path.go.tmpl, code is 398, comment is 81, blank is 33.
bc-server\vendor\github.com\ugorji\go\codec\fast-path.not.go, code is 20, comment is 12, blank is 10.
bc-server\vendor\github.com\ugorji\go\codec\float.go, code is 215, comment is 85, blank is 31.
bc-server\vendor\github.com\ugorji\go\codec\gen-dec-array.go.tmpl, code is 90, comment is 1, blank is 0.
bc-server\vendor\github.com\ugorji\go\codec\gen-dec-map.go.tmpl, code is 53, comment is 1, blank is 0.
bc-server\vendor\github.com\ugorji\go\codec\gen-enc-chan.go.tmpl, code is 26, comment is 4, blank is 0.
bc-server\vendor\github.com\ugorji\go\codec\gen-helper.generated.go, code is 144, comment is 70, blank is 61.
bc-server\vendor\github.com\ugorji\go\codec\gen-helper.go.tmpl, code is 146, comment is 76, blank is 22.
bc-server\vendor\github.com\ugorji\go\codec\gen.generated.go, code is 176, comment is 10, blank is 6.
bc-server\vendor\github.com\ugorji\go\codec\gen.go, code is 1819, comment is 362, blank is 205.
bc-server\vendor\github.com\ugorji\go\codec\go.mod, code is 4, comment is 0, blank is 1.
bc-server\vendor\github.com\ugorji\go\codec\goversion_arrayof_gte_go15.go, code is 6, comment is 3, blank is 5.
bc-server\vendor\github.com\ugorji\go\codec\goversion_arrayof_lt_go15.go, code is 6, comment is 3, blank is 5.
bc-server\vendor\github.com\ugorji\go\codec\goversion_fmt_time_gte_go15.go, code is 5, comment is 3, blank is 4.
bc-server\vendor\github.com\ugorji\go\codec\goversion_fmt_time_lt_go15.go, code is 8, comment is 3, blank is 4.
bc-server\vendor\github.com\ugorji\go\codec\goversion_makemap_gte_go19.go, code is 8, comment is 3, blank is 4.
bc-server\vendor\github.com\ugorji\go\codec\goversion_makemap_lt_go19.go, code is 5, comment is 3, blank is 4.
bc-server\vendor\github.com\ugorji\go\codec\goversion_maprange_gte_go112.go, code is 30, comment is 4, blank is 10.
bc-server\vendor\github.com\ugorji\go\codec\goversion_maprange_lt_go112.go, code is 33, comment is 4, blank is 10.
bc-server\vendor\github.com\ugorji\go\codec\goversion_unexportedembeddedptr_gte_go110.go, code is 2, comment is 3, blank is 3.
bc-server\vendor\github.com\ugorji\go\codec\goversion_unexportedembeddedptr_lt_go110.go, code is 2, comment is 3, blank is 3.
bc-server\vendor\github.com\ugorji\go\codec\goversion_unsupported_lt_go14.go, code is 4, comment is 9, blank is 4.
bc-server\vendor\github.com\ugorji\go\codec\goversion_vendor_eq_go15.go, code is 3, comment is 3, blank is 4.
bc-server\vendor\github.com\ugorji\go\codec\goversion_vendor_eq_go16.go, code is 3, comment is 3, blank is 4.
bc-server\vendor\github.com\ugorji\go\codec\goversion_vendor_gte_go17.go, code is 2, comment is 3, blank is 3.
bc-server\vendor\github.com\ugorji\go\codec\goversion_vendor_lt_go15.go, code is 2, comment is 3, blank is 3.
bc-server\vendor\github.com\ugorji\go\codec\helper.go, code is 1757, comment is 649, blank is 324.
bc-server\vendor\github.com\ugorji\go\codec\helper.s, code is 0, comment is 0, blank is 0.
bc-server\vendor\github.com\ugorji\go\codec\helper_internal.go, code is 79, comment is 42, blank is 12.
bc-server\vendor\github.com\ugorji\go\codec\helper_not_unsafe.go, code is 287, comment is 38, blank is 87.
bc-server\vendor\github.com\ugorji\go\codec\helper_unsafe.go, code is 590, comment is 145, blank is 144.
bc-server\vendor\github.com\ugorji\go\codec\json.go, code is 1068, comment is 306, blank is 150.
bc-server\vendor\github.com\ugorji\go\codec\LICENSE, code is 18, comment is 0, blank is 4.
bc-server\vendor\github.com\ugorji\go\codec\mammoth-test.go.tmpl, code is 123, comment is 36, blank is 16.
bc-server\vendor\github.com\ugorji\go\codec\mammoth2-test.go.tmpl, code is 55, comment is 25, blank is 17.
bc-server\vendor\github.com\ugorji\go\codec\msgpack.go, code is 892, comment is 134, blank is 98.
bc-server\vendor\github.com\ugorji\go\codec\prebuild.go, code is 90, comment is 28, blank is 19.
bc-server\vendor\github.com\ugorji\go\codec\reader.go, code is 727, comment is 228, blank is 94.
bc-server\vendor\github.com\ugorji\go\codec\register_ext.go, code is 17, comment is 12, blank is 9.
bc-server\vendor\github.com\ugorji\go\codec\rpc.go, code is 137, comment is 55, blank is 31.
bc-server\vendor\github.com\ugorji\go\codec\simple.go, code is 546, comment is 43, blank is 62.
bc-server\vendor\github.com\ugorji\go\codec\sort-slice.generated.go, code is 212, comment is 3, blank is 51.
bc-server\vendor\github.com\ugorji\go\codec\sort-slice.go.tmpl, code is 38, comment is 16, blank is 11.
bc-server\vendor\github.com\ugorji\go\codec\test-cbor-goldens.json, code is 637, comment is 0, blank is 2.
bc-server\vendor\github.com\ugorji\go\codec\test.py, code is 98, comment is 14, blank is 14.
bc-server\vendor\github.com\ugorji\go\codec\writer.go, code is 217, comment is 25, blank is 31.
bc-server\vendor\github.com\weppos\publicsuffix-go\LICENSE.txt, code is 17, comment is 0, blank is 4.
bc-server\vendor\github.com\weppos\publicsuffix-go\publicsuffix\publicsuffix.go, code is 307, comment is 159, blank is 79.
bc-server\vendor\github.com\weppos\publicsuffix-go\publicsuffix\rules.go, code is 8779, comment is 2, blank is 5.
bc-server\vendor\github.com\zmap\zcrypto\json\dhe.go, code is 95, comment is 23, blank is 12.
bc-server\vendor\github.com\zmap\zcrypto\json\ecdhe.go, code is 68, comment is 25, blank is 14.
bc-server\vendor\github.com\zmap\zcrypto\json\names.go, code is 93, comment is 15, blank is 5.
bc-server\vendor\github.com\zmap\zcrypto\json\rsa.go, code is 39, comment is 17, blank is 11.
bc-server\vendor\github.com\zmap\zcrypto\LICENSE, code is 185, comment is 15, blank is 40.
bc-server\vendor\github.com\zmap\zcrypto\util\isURL.go, code is 38, comment is 29, blank is 10.
bc-server\vendor\github.com\zmap\zcrypto\x509\cert_pool.go, code is 124, comment is 24, blank is 23.
bc-server\vendor\github.com\zmap\zcrypto\x509\certificate_type.go, code is 44, comment is 12, blank is 8.
bc-server\vendor\github.com\zmap\zcrypto\x509\chain.go, code is 46, comment is 13, blank is 11.
bc-server\vendor\github.com\zmap\zcrypto\x509\ct\serialization.go, code is 134, comment is 13, blank is 21.
bc-server\vendor\github.com\zmap\zcrypto\x509\ct\types.go, code is 162, comment is 39, blank is 34.
bc-server\vendor\github.com\zmap\zcrypto\x509\example.json, code is 64, comment is 0, blank is 1.
bc-server\vendor\github.com\zmap\zcrypto\x509\extended_key_usage.go, code is 661, comment is 4, blank is 14.
bc-server\vendor\github.com\zmap\zcrypto\x509\extended_key_usage_schema.sh, code is 16, comment is 3, blank is 2.
bc-server\vendor\github.com\zmap\zcrypto\x509\extensions.go, code is 508, comment is 187, blank is 65.
bc-server\vendor\github.com\zmap\zcrypto\x509\fingerprint.go, code is 29, comment is 15, blank is 17.
bc-server\vendor\github.com\zmap\zcrypto\x509\generated_certvalidationlevel_string.go, code is 10, comment is 1, blank is 5.
bc-server\vendor\github.com\zmap\zcrypto\x509\json.go, code is 493, comment is 83, blank is 71.
bc-server\vendor\github.com\zmap\zcrypto\x509\names.go, code is 23, comment is 3, blank is 4.
bc-server\vendor\github.com\zmap\zcrypto\x509\pem_decrypt.go, code is 169, comment is 40, blank is 31.
bc-server\vendor\github.com\zmap\zcrypto\x509\pkcs1.go, code is 87, comment is 11, blank is 23.
bc-server\vendor\github.com\zmap\zcrypto\x509\pkcs8.go, code is 35, comment is 9, blank is 10.
bc-server\vendor\github.com\zmap\zcrypto\x509\pkix\json.go, code is 221, comment is 21, blank is 32.
bc-server\vendor\github.com\zmap\zcrypto\x509\pkix\oid.go, code is 50, comment is 11, blank is 13.
bc-server\vendor\github.com\zmap\zcrypto\x509\pkix\oid_names.go, code is 1002, comment is 5, blank is 6.
bc-server\vendor\github.com\zmap\zcrypto\x509\pkix\pkix.go, code is 207, comment is 51, blank is 31.
bc-server\vendor\github.com\zmap\zcrypto\x509\README.md, code is 7, comment is 0, blank is 1.
bc-server\vendor\github.com\zmap\zcrypto\x509\sec1.go, code is 64, comment is 20, blank is 21.
bc-server\vendor\github.com\zmap\zcrypto\x509\tor_service_descriptor.go, code is 111, comment is 33, blank is 14.
bc-server\vendor\github.com\zmap\zcrypto\x509\validation.go, code is 36, comment is 13, blank is 11.
bc-server\vendor\github.com\zmap\zcrypto\x509\verify.go, code is 417, comment is 124, blank is 96.
bc-server\vendor\github.com\zmap\zcrypto\x509\x509.go, code is 2101, comment is 475, blank is 369.
bc-server\vendor\github.com\zmap\zlint\LICENSE, code is 154, comment is 1, blank is 29.
bc-server\vendor\github.com\zmap\zlint\lints\base.go, code is 56, comment is 51, blank is 22.
bc-server\vendor\github.com\zmap\zlint\lints\lint_basic_constraints_not_critical.go, code is 31, comment is 25, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ca_common_name_missing.go, code is 27, comment is 13, blank is 9.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ca_country_name_invalid.go, code is 32, comment is 20, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ca_country_name_missing.go, code is 27, comment is 20, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ca_crl_sign_not_set.go, code is 27, comment is 19, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ca_digital_signature_not_set.go, code is 27, comment is 18, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ca_is_ca.go, code is 37, comment is 13, blank is 12.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ca_key_cert_sign_not_set.go, code is 27, comment is 18, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ca_key_usage_missing.go, code is 27, comment is 20, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ca_key_usage_not_critical.go, code is 27, comment is 18, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ca_organization_name_missing.go, code is 27, comment is 17, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ca_subject_field_empty.go, code is 27, comment is 24, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_cab_dv_conflicts_with_locality.go, code is 26, comment is 15, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_cab_dv_conflicts_with_org.go, code is 29, comment is 15, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_cab_dv_conflicts_with_postal.go, code is 29, comment is 15, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_cab_dv_conflicts_with_province.go, code is 29, comment is 15, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_cab_dv_conflicts_with_street.go, code is 29, comment is 15, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_cab_iv_requires_personal_name.go, code is 29, comment is 14, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_cab_ov_requires_org.go, code is 29, comment is 14, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_cert_contains_unique_identifier.go, code is 26, comment is 26, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_cert_extensions_version_not_3.go, code is 26, comment is 31, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_cert_policy_iv_requires_country.go, code is 29, comment is 14, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_cert_policy_iv_requires_province_or_locality.go, code is 29, comment is 15, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_cert_policy_ov_requires_country.go, code is 29, comment is 14, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_cert_policy_ov_requires_province_or_locality.go, code is 29, comment is 15, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_cert_unique_identifier_version_not_2_or_3.go, code is 27, comment is 26, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ct_sct_policy_count_unsatisfied.go, code is 62, comment is 73, blank is 21.
bc-server\vendor\github.com\zmap\zlint\lints\lint_dh_params_missing.go, code is 31, comment is 13, blank is 11.
bc-server\vendor\github.com\zmap\zlint\lints\lint_distribution_point_incomplete.go, code is 44, comment is 25, blank is 15.
bc-server\vendor\github.com\zmap\zlint\lints\lint_distribution_point_missing_ldap_or_uri.go, code is 28, comment is 17, blank is 12.
bc-server\vendor\github.com\zmap\zlint\lints\lint_dnsname_bad_character_in_label.go, code is 38, comment is 13, blank is 12.
bc-server\vendor\github.com\zmap\zlint\lints\lint_dnsname_check_left_label_wildcard.go, code is 41, comment is 13, blank is 12.
bc-server\vendor\github.com\zmap\zlint\lints\lint_dnsname_contains_bare_iana_suffix.go, code is 33, comment is 13, blank is 9.
bc-server\vendor\github.com\zmap\zlint\lints\lint_dnsname_contains_empty_label.go, code is 42, comment is 13, blank is 12.
bc-server\vendor\github.com\zmap\zlint\lints\lint_dnsname_hyphen_in_sld.go, code is 42, comment is 13, blank is 11.
bc-server\vendor\github.com\zmap\zlint\lints\lint_dnsname_label_too_long.go, code is 44, comment is 13, blank is 12.
bc-server\vendor\github.com\zmap\zlint\lints\lint_dnsname_right_label_valid_tld.go, code is 33, comment is 13, blank is 9.
bc-server\vendor\github.com\zmap\zlint\lints\lint_dnsname_underscore_in_sld.go, code is 41, comment is 13, blank is 12.
bc-server\vendor\github.com\zmap\zlint\lints\lint_dnsname_underscore_in_trd.go, code is 41, comment is 13, blank is 13.
bc-server\vendor\github.com\zmap\zlint\lints\lint_dnsname_wildcard_left_of_public_suffix.go, code is 41, comment is 13, blank is 12.
bc-server\vendor\github.com\zmap\zlint\lints\lint_dnsname_wildcard_only_in_left_label.go, code is 43, comment is 13, blank is 12.
bc-server\vendor\github.com\zmap\zlint\lints\lint_dsa_correct_order_in_subgroup.go, code is 38, comment is 14, blank is 13.
bc-server\vendor\github.com\zmap\zlint\lints\lint_dsa_improper_modulus_or_divisor_size.go, code is 32, comment is 13, blank is 11.
bc-server\vendor\github.com\zmap\zlint\lints\lint_dsa_shorter_than_2048_bits.go, code is 33, comment is 14, blank is 11.
bc-server\vendor\github.com\zmap\zlint\lints\lint_dsa_unique_correct_representation.go, code is 33, comment is 14, blank is 12.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ec_improper_curves.go, code is 37, comment is 22, blank is 12.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ecdsa_ee_invalid_ku.go, code is 47, comment is 35, blank is 16.
bc-server\vendor\github.com\zmap\zlint\lints\lint_eku_critical_improperly.go, code is 30, comment is 25, blank is 11.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ev_business_category_missing.go, code is 27, comment is 13, blank is 9.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ev_country_name_missing.go, code is 27, comment is 13, blank is 9.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ev_organization_name_missing.go, code is 27, comment is 13, blank is 9.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ev_serial_number_missing.go, code is 26, comment is 13, blank is 9.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ev_valid_time_too_long.go, code is 26, comment is 13, blank is 9.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ext_aia_access_location_missing.go, code is 28, comment is 23, blank is 12.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ext_aia_marked_critical.go, code is 27, comment is 18, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ext_authority_key_identifier_critical.go, code is 28, comment is 19, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ext_authority_key_identifier_missing.go, code is 27, comment is 27, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ext_authority_key_identifier_no_key_identifier.go, code is 27, comment is 28, blank is 10.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ext_cert_policy_contains_noticeref.go, code is 37, comment is 18, blank is 11.
bc-server\vendor\github.com\zmap\zlint\lints\lint_ext_cert_policy_disallowed_any_policy_qualifier.go, code is 30, comment is 23, blank is 10.
